,Food_code,Main_food_description,novaclass,SR code,SR description,Acceptable List?,Notes
3678,53510200,"Danish pastry, with nuts",4,18247,"Danish pastry, nut (includes almond, raisin nut, cinnamon nut)",No,
3679,53511000,"Danish pastry, with cheese",4,18245,"Danish pastry, cheese",No,
3680,53511500,"Danish pastry, with cheese, fat free, cholesterol free",4,18375,"Leavening agents, yeast, baker's, active dry",Yes,
3681,53511500,"Danish pastry, with cheese, fat free, cholesterol free",4,14429,"Water, tap, municipal",Yes,
3682,53511500,"Danish pastry, with cheese, fat free, cholesterol free",4,19335,"Sugars, granulated",Yes,
3683,53511500,"Danish pastry, with cheese, fat free, cholesterol free",4,2047,"Salt, table",Yes,
3684,53511500,"Danish pastry, with cheese, fat free, cholesterol free",4,20081,"Wheat flour, white, all-purpose, enriched, bleached",Yes,
3685,53511500,"Danish pastry, with cheese, fat free, cholesterol free",4,1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",Yes,
3686,53511500,"Danish pastry, with cheese, fat free, cholesterol free",4,1124,"Egg, white, raw, fresh",Yes,
3687,53511500,"Danish pastry, with cheese, fat free, cholesterol free",4,2052,"Vanilla extract, imitation, no alcohol",Yes,
3688,53511500,"Danish pastry, with cheese, fat free, cholesterol free",4,1016,"Cheese, cottage, lowfat, 1% milkfat",Yes,
3689,53511500,"Danish pastry, with cheese, fat free, cholesterol free",4,2025,mace,Yes,
3690,53511500,"Danish pastry, with cheese, fat free, cholesterol free",4,9156,"Lemon peel, raw",Yes,
3691,53520000,"Doughnut, NS as to cake or yeast",4,18255,"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)",No,
3692,53520000,"Doughnut, NS as to cake or yeast",4,18248,"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",No,
3693,53520110,"Doughnut, cake type",4,18248,"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",No,
3694,53520120,"Doughnut, chocolate, cake type",4,18251,"Doughnuts, cake-type, chocolate, sugared or glazed",No,
3695,53520140,"Doughnut, cake type, chocolate covered",4,18249,"Doughnuts, cake-type, plain, chocolate-coated or frosted",No,
3696,53520150,"Doughnut, cake type, chocolate covered, dipped in peanuts",4,18248,"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",No,
3697,53520150,"Doughnut, cake type, chocolate covered, dipped in peanuts",4,19335,"Sugars, granulated",No,
3698,53520150,"Doughnut, cake type, chocolate covered, dipped in peanuts",4,1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",No,
3699,53520150,"Doughnut, cake type, chocolate covered, dipped in peanuts",4,4610,"Margarine, regular, 80% fat, composite, stick, with salt",No,
3700,53520150,"Doughnut, cake type, chocolate covered, dipped in peanuts",4,19078,"Baking chocolate, unsweetened, squares",No,
3701,53520150,"Doughnut, cake type, chocolate covered, dipped in peanuts",4,2052,"Vanilla extract, imitation, no alcohol",No,
3702,53520150,"Doughnut, cake type, chocolate covered, dipped in peanuts",4,16389,"Peanuts, all types, oil-roasted, without salt",No,
3703,53520160,"Doughnut, chocolate, cake type, with chocolate icing",4,18248,"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",No,
3704,53520160,"Doughnut, chocolate, cake type, with chocolate icing",4,19335,"Sugars, granulated",No,
3705,53520160,"Doughnut, chocolate, cake type, with chocolate icing",4,1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",No,
3706,53520160,"Doughnut, chocolate, cake type, with chocolate icing",4,4610,"Margarine, regular, 80% fat, composite, stick, with salt",No,
3707,53520160,"Doughnut, chocolate, cake type, with chocolate icing",4,19078,"Baking chocolate, unsweetened, squares",No,
3708,53520160,"Doughnut, chocolate, cake type, with chocolate icing",4,2052,"Vanilla extract, imitation, no alcohol",No,
3709,53520700,French cruller,4,18253,"Doughnuts, french crullers, glazed",No,
3710,53521100,"Doughnut, chocolate, raised or yeast, with chocolate icing",4,18255,"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)",No,
3711,53521100,"Doughnut, chocolate, raised or yeast, with chocolate icing",4,19166,"COCOA,DRY,HI-MED FAT,PLAIN",No,
3712,53521100,"Doughnut, chocolate, raised or yeast, with chocolate icing",4,19335,"Sugars, granulated",No,
3713,53521100,"Doughnut, chocolate, raised or yeast, with chocolate icing",4,1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",No,
3714,53521100,"Doughnut, chocolate, raised or yeast, with chocolate icing",4,4610,"Margarine, regular, 80% fat, composite, stick, with salt",No,
3715,53521100,"Doughnut, chocolate, raised or yeast, with chocolate icing",4,19078,"Baking chocolate, unsweetened, squares",No,
3716,53521100,"Doughnut, chocolate, raised or yeast, with chocolate icing",4,2052,"Vanilla extract, imitation, no alcohol",No,
3717,53521110,"Doughnut, raised or yeast",4,18255,"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)",No,
3718,53521120,"Doughnut, chocolate, raised or yeast",4,18255,"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)",No,
3719,53521120,"Doughnut, chocolate, raised or yeast",4,19166,"COCOA,DRY,HI-MED FAT,PLAIN",No,
3720,53521130,"Doughnut, raised or yeast, chocolate covered",4,18255,"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)",No,
3721,53521130,"Doughnut, raised or yeast, chocolate covered",4,19335,"Sugars, granulated",No,
3722,53521130,"Doughnut, raised or yeast, chocolate covered",4,1151,"Milk, nonfat, fluid, without added vitamin A and vitamin D (fat free or skim)",No,
3723,53521130,"Doughnut, raised or yeast, chocolate covered",4,4610,"Margarine, regular, 80% fat, composite, stick, with salt",No,
3724,53521130,"Doughnut, raised or yeast, chocolate covered",4,19078,"Baking chocolate, unsweetened, squares",No,
3725,53521130,"Doughnut, raised or yeast, chocolate covered",4,2052,"Vanilla extract, imitation, no alcohol",No,
3726,53521140,"Doughnut, jelly",4,18256,"Doughnuts, yeast-leavened, with jelly filling",No,
3727,53521210,"Doughnut, custard-filled",4,18254,"Doughnuts, yeast-leavened, with creme filling",No,
3728,53521220,"Doughnut, chocolate cream-filled",4,18255,"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)",No,
3729,53521220,"Doughnut, chocolate cream-filled",4,19189,"Puddings, chocolate, dry mix, regular, prepared with whole milk",No,
3730,53521230,"Doughnut, custard-filled, with icing",4,18255,"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)",No,
3731,53521230,"Doughnut, custard-filled, with icing",4,19207,"Puddings, vanilla, dry mix, regular, prepared with whole milk",No,
3732,53521230,"Doughnut, custard-filled, with icing",4,19335,"Sugars, granulated",No,
3733,53521250,"Doughnut, wheat",4,18252,"Doughnuts, cake-type, wheat, sugared or glazed",No,
3734,53530000,Breakfast tart,4,18938,"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",No,
3735,53530000,Breakfast tart,4,18362,"Toaster pastries, fruit (includes apple, blueberry, cherry, strawberry)",No,
3736,53530010,"Breakfast tart, lowfat",4,18459,"Breakfast tart, low fat",No,
3737,53540000,"Breakfast bar, NFS",4,43100,"Breakfast bars, oats, sugar, raisins, coconut (include granola bar)",No,
3738,53540000,"Breakfast bar, NFS",4,43595,"Breakfast bar, corn flake crust with fruit",No,
3739,53540200,"Breakfast bar, cereal crust with fruit filling, lowfat",4,43595,"Breakfast bar, corn flake crust with fruit",No,
3740,53540300,Fiber One Chewy Bar,4,25045,"Formulated bar, high fiber, chewy, oats and chocolate",No,
3741,53540400,Kellogg's Nutri-Grain Cereal Bar,4,19441,"Snacks, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",No,
3742,53540402,Kellogg's Nutri-Grain Yogurt Bar,4,19441,"Snacks, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",No,
3743,53540404,Kellogg's Nutri-Grain Fruit and Nut Bar,4,25048,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",No,
3744,53540500,"Breakfast bar, date, with yogurt coating",4,9087,"Dates, deglet noor",Yes,
3745,53540500,"Breakfast bar, date, with yogurt coating",4,9298,"Raisins, seedless",Yes,
3746,53540500,"Breakfast bar, date, with yogurt coating",4,8120,"Cereals, oats, regular and quick, not fortified, dry",Yes,
3747,53540500,"Breakfast bar, date, with yogurt coating",4,20015,"Corn bran, crude",Yes,
3748,53540500,"Breakfast bar, date, with yogurt coating",4,14429,"Water, tap, municipal",Yes,
3749,53540500,"Breakfast bar, date, with yogurt coating",4,16087,"Peanuts, all types, raw",Yes,
3750,53540500,"Breakfast bar, date, with yogurt coating",4,20005,"Barley, pearled, raw",Yes,
3751,53540500,"Breakfast bar, date, with yogurt coating",4,12201,"Seeds, sesame seed kernels, dried (decorticated)",Yes,
3752,53540500,"Breakfast bar, date, with yogurt coating",4,4654,"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening",Yes,
3753,53540500,"Breakfast bar, date, with yogurt coating",4,12036,"Seeds, sunflower seed kernels, dried",Yes,
3754,53540500,"Breakfast bar, date, with yogurt coating",4,19335,"Sugars, granulated",Yes,
3755,53540500,"Breakfast bar, date, with yogurt coating",4,1118,NONFAT YOGURT SOLIDS,Yes,
3756,53540600,Milk 'n Cereal bar,4,8510,milk and cereal bar,No,
3757,53540700,Kellogg's Special K bar,4,8546,Rice and Wheat cereal bar,No,
3758,53540800,Kashi GOLEAN Chewy Bars,4,25032,"Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors",No,
3759,53540802,Kashi TLC Chewy Granola Bar,4,25033,"Snacks, granola bar, KASHI TLC Bar, chewy, mixed flavors",No,
3760,53540804,Kashi GOLEAN Crunchy Bars,4,25034,"Snacks, granola bar, KASHI GOLEAN, crunchy, mixed flavors",No,
3761,53540806,Kashi TLC Crunchy Granola Bar,4,25041,"Snacks, granola bar, KASHI TLC Bar, crunchy, mixed flavors",No,
3762,53540900,Nature Valley Chewy Trail Mix Granola Bar,4,25055,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",No,
3763,53540902,Nature Valley Chewy Granola Bar with Yogurt Coating,4,25054,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",No,
3764,53540904,Nature Valley Sweet and Salty Nut Granola Bar,4,25053,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",No,
3765,53540906,Nature Valley Crunchy Granola Bar,4,19015,"Snacks, granola bars, hard, plain",No,
3766,53541000,Quaker Chewy Granola Bar,4,19404,"Snacks, granola bars, soft, uncoated, chocolate chip",No,
3767,53541002,Quaker Chewy 90 Calorie Granola Bar,4,25052,"Snacks, granola bar, chewy, 90 calorie bar",No,
3768,53541004,Quaker Chewy 25% Less Sugar Granola Bar,4,25035,"Snacks, granola bar, chewy, reduced sugar, all flavors",No,
3769,53541006,Quaker Chewy Dipps Granola Bar,4,25056,"Snacks, granola bar, QUAKER, DIPPS, all flavors",No,
3770,53541200,Meal replacement bar,4,42102,Meal replacement bar,No,
3771,53541300,Slim Fast Original Meal Bar,4,25020,"Formulated bar, SLIM-FAST OPTIMA meal bar, milk chocolate peanut",No,
3772,53542000,"Snack bar, oatmeal",4,25039,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",No,
3773,53542100,"Granola bar, NFS",4,43100,"Breakfast bars, oats, sugar, raisins, coconut (include granola bar)",No,
3774,53542200,"Granola bar, lowfat, NFS",4,19023,"Snacks, granola bars, oats, fruits and nut",No,
3775,53542210,"Granola bar, nonfat",4,19435,"Snacks, granola bar, fruit-filled, nonfat",No,
3776,53543000,"Granola bar, reduced sugar, NFS",4,25035,"Snacks, granola bar, chewy, reduced sugar, all flavors",No,
3777,53543100,"Granola bar, peanuts, oats, sugar, wheat germ",4,19019,"Snacks, granola bars, hard, peanut",No,
3778,53544200,"Granola bar, chocolate-coated, NFS",4,42272,"Snacks, granola bar, with coconut, chocolate coated",No,
3779,53544210,"Granola bar, with coconut, chocolate-coated",4,42272,"Snacks, granola bar, with coconut, chocolate coated",No,
3780,53544220,"Granola bar with nuts, chocolate-coated",4,42139,"Granola bar, soft, milk chocolate coated, peanut butter",No,
3781,53544230,"Granola bar, oats, nuts, coated with non-chocolate coating",4,25038,"Snacks, granola bars, soft, almond, confectioners coating",No,
3782,53544250,"Granola bar, coated with non-chocolate coating",4,19026,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",No,
3783,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,19816,"Snacks, rice cakes, brown rice, plain, unsalted",No,
3784,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,20130,Barley flour or meal,No,
3785,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,20033,"Oat bran, raw",No,
3786,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,43495,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",No,
3787,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,44018,"Sweeteners, tabletop, fructose, liquid",No,
3788,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,9011,"Apples, dried, sulfured, uncooked",No,
3789,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,12061,"Nuts, almonds",No,
3790,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,9094,"Figs, dried, uncooked",No,
3791,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,42063,"Pectin, liquid",No,
3792,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,4651,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",No,
3793,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,4513,"Vegetable oil, palm kernel",No,
3794,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,43216,"Sweeteners, tabletop, fructose, dry, powder",No,
3795,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",No,
3796,53544300,"Granola bar, high fiber, coated with non-chocolate yogurt coating",4,1115,"Whey, sweet, dried",No,
3797,53544400,"Granola bar, with rice cereal",4,8065,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES",No,
3798,53544400,"Granola bar, with rice cereal",4,8120,"Cereals, oats, regular and quick, not fortified, dry",No,
3799,53544400,"Granola bar, with rice cereal",4,19350,"Syrups, corn, light",No,
3800,53544400,"Granola bar, with rice cereal",4,16398,"Peanut butter, smooth style, without salt",No,
3801,53544400,"Granola bar, with rice cereal",4,4651,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",No,
3802,53544400,"Granola bar, with rice cereal",4,19334,"Sugars, brown",No,
3803,53544400,"Granola bar, with rice cereal",4,19296,Honey,No,
3804,53544400,"Granola bar, with rice cereal",4,12108,"Nuts, coconut meat, dried (desiccated), not sweetened",No,
3805,53544400,"Granola bar, with rice cereal",4,2047,"Salt, table",No,
3806,53544410,Quaker Granola Bites,4,25036,"Snacks, granola bites, mixed flavors",No,
3807,53544450,PowerBar (fortified high energy bar),4,25017,"Formulated bar, POWER BAR, chocolate",No,
3808,53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free",4,19335,"Sugars, granulated",Yes,
3809,53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free",4,20081,"Wheat flour, white, all-purpose, enriched, bleached",Yes,
3810,53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free",4,19349,"Syrups, corn, dark",Yes,
3811,53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free",4,14429,"Water, tap, municipal",Yes,
3812,53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free",4,19334,"Sugars, brown",Yes,
3813,53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free",4,1124,"Egg, white, raw, fresh",Yes,
3814,53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free",4,4554,"Shortening, industrial, soybean (hydrogenated) and cottonseed",Yes,
3815,53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free",4,42066,"Cellulose (Alpha-cellulose, powdered cellulose, and poly-cellulose)",Yes,
3816,53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free",4,18370,"Leavening agents, baking powder, double-acting, straight phosphate",Yes,
3817,53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free",4,1115,"Whey, sweet, dried",Yes,
3818,53610120,"Coffee cake, crumb or quick-bread type, reduced fat, cholesterol free",4,2047,"Salt, table",Yes,
3819,53801000,"Cereal bar with fruit filling, baby food",4,3964,"Baby food, fortified cereal bar, fruit filling",NA,
3820,53803050,"Cookie, fruit, baby food",4,3206,"Babyfood, cookie, baby, fruit",NA,
3821,53803100,"Cookie, baby food",4,3213,"Babyfood, cookies",NA,
3822,53803250,"Cookie, teething, baby",4,3216,"Babyfood, teething biscuits",NA,
3823,54001000,"Crackers, NS as to sweet or nonsweet",4,18229,"Crackers, standard snack-type, regular",No,
3824,54101010,"Cracker, animal",4,18150,"Cookies, animal crackers (includes arrowroot, tea biscuits)",No,
3825,54102010,"Crackers, graham",4,18173,"Cookies, graham crackers, plain or honey (includes cinnamon)",No,
3826,54102020,"Crackers, graham, chocolate covered",4,18174,"Cookies, graham crackers, chocolate-coated",No,
3827,54102050,"Crackers, oatmeal",4,20081,"Wheat flour, white, all-purpose, enriched, bleached",Yes,
3828,54102050,"Crackers, oatmeal",4,8120,"Cereals, oats, regular and quick, not fortified, dry",Yes,
3829,54102050,"Crackers, oatmeal",4,18372,"Leavening agents, baking soda",Yes,
3830,54102050,"Crackers, oatmeal",4,4616,"Shortening, institutional, composite",Yes,
3831,54102050,"Crackers, oatmeal",4,19335,"Sugars, granulated",Yes,
3832,54102050,"Crackers, oatmeal",4,19350,"Syrups, corn, light",Yes,
3833,54102050,"Crackers, oatmeal",4,19304,Molasses,Yes,
3834,54102050,"Crackers, oatmeal",4,2047,"Salt, table",Yes,
3835,54102050,"Crackers, oatmeal",4,14429,"Water, tap, municipal",Yes,
3836,54102060,"Crackers, Cuban",4,20481,"Wheat flour, white, all-purpose, unenriched",Yes,
3837,54102060,"Crackers, Cuban",4,19335,"Sugars, granulated",Yes,
3838,54102060,"Crackers, Cuban",4,19304,Molasses,Yes,
3839,54102060,"Crackers, Cuban",4,4616,"Shortening, institutional, composite",Yes,
3840,54102060,"Crackers, Cuban",4,2047,"Salt, table",Yes,
3841,54102060,"Crackers, Cuban",4,18372,"Leavening agents, baking soda",Yes,
3842,54102060,"Crackers, Cuban",4,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",Yes,
3843,54102060,"Crackers, Cuban",4,14429,"Water, tap, municipal",Yes,
3844,54102070,"Crackers, Cuca",4,18229,"Crackers, standard snack-type, regular",No,
3845,54102080,"Crackers, graham, with raisins",4,18173,"Cookies, graham crackers, plain or honey (includes cinnamon)",No,
3846,54102080,"Crackers, graham, with raisins",4,9298,"Raisins, seedless",No,
3847,54102100,"Crackers, graham, lowfat",4,20084,"Wheat flour, white, cake, enriched",Yes,
3848,54102100,"Crackers, graham, lowfat",4,19335,"Sugars, granulated",Yes,
3849,54102100,"Crackers, graham, lowfat",4,20080,"Wheat flour, whole-grain",Yes,
3850,54102100,"Crackers, graham, lowfat",4,19335,HI FRUCTOSE CORN SYRUP SOLIDS,Yes,
3851,54102100,"Crackers, graham, lowfat",4,19335,HI FRUCTOSE CORN SYRUP SOLIDS,Yes,
3852,54102100,"Crackers, graham, lowfat",4,4554,"Shortening, industrial, soybean (hydrogenated) and cottonseed",Yes,
3853,54102100,"Crackers, graham, lowfat",4,18370,"Leavening agents, baking powder, double-acting, straight phosphate",Yes,
3854,54102100,"Crackers, graham, lowfat",4,2047,"Salt, table",Yes,
3855,54102110,"Crackers, graham, fat free",4,20081,"Wheat flour, white, all-purpose, enriched, bleached",Yes,
3856,54102110,"Crackers, graham, fat free",4,19335,"Sugars, granulated",Yes,
3857,54102110,"Crackers, graham, fat free",4,20080,"Wheat flour, whole-grain",Yes,
3858,54102110,"Crackers, graham, fat free",4,19335,HI FRUCTOSE CORN SYRUP SOLIDS,Yes,
3859,54102110,"Crackers, graham, fat free",4,19335,HI FRUCTOSE CORN SYRUP SOLIDS,Yes,
3860,54102110,"Crackers, graham, fat free",4,2010,"Spices, cinnamon, ground",Yes,
3861,54102110,"Crackers, graham, fat free",4,2047,"Salt, table",Yes,
3862,54102110,"Crackers, graham, fat free",4,18372,"Leavening agents, baking soda",Yes,
3863,54102110,"Crackers, graham, fat free",4,20084,"Wheat flour, white, cake, enriched",Yes,
3864,54102200,"Crackers, graham, sandwich-type, with filling",4,18173,"Cookies, graham crackers, plain or honey (includes cinnamon)",No,
3865,54102200,"Crackers, graham, sandwich-type, with filling",4,19230,"Frostings, vanilla, creamy, ready-to-eat",No,
3866,54202010,"Crackers, saltine, low sodium",4,18425,"Crackers, saltines, low salt (includes oyster, soda, soup)",No,
3867,54202050,"Crackers, saltine, fat free, low sodium",4,18457,"Crackers, saltines, fat-free, low-sodium",No,
3868,54203010,"Crackers, toast thins (rye, wheat, white flour), low sodium",4,18428,"Crackers, wheat, low salt",No,
3869,54204010,"Cracker, 100% whole wheat, low sodium",4,18429,"Crackers, whole-wheat, low salt",No,
3870,54205010,"Cracker, snack, low sodium",4,18427,"Crackers, standard snack-type, regular, low salt",No,
3871,54205030,"Cracker, cheese, low sodium",4,18434,"Crackers, cheese, low sodium",No,
3872,54205100,"Cracker, snack, lowfat, low sodium",4,20084,"Wheat flour, white, cake, enriched",Yes,
3873,54205100,"Cracker, snack, lowfat, low sodium",4,19335,"Sugars, granulated",Yes,
3874,54205100,"Cracker, snack, lowfat, low sodium",4,20080,"Wheat flour, whole-grain",Yes,
3875,54205100,"Cracker, snack, lowfat, low sodium",4,8120,"Cereals, oats, regular and quick, not fortified, dry",Yes,
3876,54205100,"Cracker, snack, lowfat, low sodium",4,4651,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",Yes,
3877,54205100,"Cracker, snack, lowfat, low sodium",4,12155,"Nuts, walnuts, english",Yes,
3878,54205100,"Cracker, snack, lowfat, low sodium",4,19335,HI FRUCTOSE CORN SYRUP SOLIDS,Yes,
3879,54205100,"Cracker, snack, lowfat, low sodium",4,8159,"Cereals, corn grits, yellow, regular and quick, enriched, dry",Yes,
3880,54205100,"Cracker, snack, lowfat, low sodium",4,18370,"Leavening agents, baking powder, double-acting, straight phosphate",Yes,
3881,54205100,"Cracker, snack, lowfat, low sodium",4,2047,"Salt, table",Yes,
3882,54206010,Puffed rice cake without salt,1,19816,"Snacks, rice cakes, brown rice, plain, unsalted",No,
3883,54207010,"Crispbread, wheat, low sodium",4,14429,"Water, tap, municipal",Yes,
3884,54207010,"Crispbread, wheat, low sodium",4,19335,"Sugars, granulated",Yes,
3885,54207010,"Crispbread, wheat, low sodium",4,2047,"Salt, table",Yes,
3886,54207010,"Crispbread, wheat, low sodium",4,20081,"Wheat flour, white, all-purpose, enriched, bleached",Yes,
3887,54210010,"Cracker, multigrain, salt free",4,20081,"Wheat flour, white, all-purpose, enriched, bleached",Yes,
3888,54210010,"Cracker, multigrain, salt free",4,4651,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",Yes,
3889,54210010,"Cracker, multigrain, salt free",4,20080,"Wheat flour, whole-grain",Yes,
3890,54210010,"Cracker, multigrain, salt free",4,19335,"Sugars, granulated",Yes,
3891,54210010,"Cracker, multigrain, salt free",4,1155,"Milk, dry, nonfat, instant, without added vitamin A and vitamin D",Yes,
3892,54210010,"Cracker, multigrain, salt free",4,12023,"Seeds, sesame seeds, whole, dried",Yes,
3893,54210010,"Cracker, multigrain, salt free",4,20071,"Wheat, hard red spring",Yes,
3894,54210010,"Cracker, multigrain, salt free",4,83140,"Malt extract, dried",Yes,
3895,54210010,"Cracker, multigrain, salt free",4,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",Yes,
3896,54210010,"Cracker, multigrain, salt free",4,11284,"Onions, dehydrated flakes",Yes,
3897,54210010,"Cracker, multigrain, salt free",4,19350,"Syrups, corn, light",Yes,
3898,54210010,"Cracker, multigrain, salt free",4,1115,"Whey, sweet, dried",Yes,
3899,54222000,"Crispbread, rye, low sodium",4,18216,"Crackers, crispbread, rye",No,
3900,54301000,"Cracker, snack",4,18229,"Crackers, standard snack-type, regular",No,
3901,54301100,"Cracker, snack, reduced fat",4,20084,"Wheat flour, white, cake, enriched",Yes,
3902,54301100,"Cracker, snack, reduced fat",4,19335,"Sugars, granulated",Yes,
3903,54301100,"Cracker, snack, reduced fat",4,4651,"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor",Yes,
3904,54301100,"Cracker, snack, reduced fat",4,18369,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",Yes,
3905,54301100,"Cracker, snack, reduced fat",4,2047,"Salt, table",Yes,
3906,54301100,"Cracker, snack, reduced fat",4,19335,HI FRUCTOSE CORN SYRUP SOLIDS,Yes,
3907,54301100,"Cracker, snack, reduced fat",4,1115,"Whey, sweet, dried",Yes,
3908,54301200,"Cracker, snack, fat free",4,20084,"Wheat flour, white, cake, enriched",Yes,
3909,54301200,"Cracker, snack, fat free",4,19335,"Sugars, granulated",Yes,
3910,54301200,"Cracker, snack, fat free",4,2047,"Salt, table",Yes,
3911,54301200,"Cracker, snack, fat free",4,18370,"Leavening agents, baking powder, double-acting, straight phosphate",Yes,
3912,54301200,"Cracker, snack, fat free",4,2033,"Spices, poppy seed",Yes,
3913,54301200,"Cracker, snack, fat free",4,2026,"Spices, onion powder",Yes,
3914,54301200,"Cracker, snack, fat free",4,83140,"Malt extract, dried",Yes,
3915,54301200,"Cracker, snack, fat free",4,2020,"Spices, garlic powder",Yes,
3916,54301200,"Cracker, snack, fat free",4,2030,"Spices, pepper, black",Yes,
3917,54304000,"Cracker, cheese",4,18214,"Crackers, cheese, regular",No,
3918,54304100,"Cracker, cheese, reduced fat",4,18965,"Crackers, cheese, reduced fat",No,
3919,54304500,"Cracker, high fiber, no added fat",4,18226,"Crackers, rye, wafers, plain",No,
3920,54305000,"Crispbread, wheat, no added fat",4,14429,"Water, tap, municipal",Yes,
3921,54305000,"Crispbread, wheat, no added fat",4,19335,"Sugars, granulated",Yes,
3922,54305000,"Crispbread, wheat, no added fat",4,2047,"Salt, table",Yes,
3923,54305000,"Crispbread, wheat, no added fat",4,20081,"Wheat flour, white, all-purpose, enriched, bleached",Yes,
3924,54305500,"Crispbread, wheat or rye, extra crispy",4,18216,"Crackers, crispbread, rye",No,
3925,54307000,"Crackers, matzo",4,18217,"Crackers, matzo, plain",No,
3926,54308000,"Crackers, milk",4,18223,"Crackers, milk",No,
3927,54313000,"Crackers, oyster",4,18228,"Crackers, saltines (includes oyster, soda, soup)",No,
3928,54318500,"Rice cake, cracker-type",4,42204,"Rice cake, cracker (include hain mini rice cakes)",No,
3929,54319000,"Crackers, rice",4,20444,"Rice, white, long-grain, regular, raw, unenriched",Yes,
3930,54319000,"Crackers, rice",4,4044,"Oil, soybean, salad or cooking",Yes,
3930,54319000,"Crackers, rice",4,4518,"Oil, corn, industrial and retail, all purpose salad or cooking",Yes,
3930,54319000,"Crackers, rice",4,4582,"Oil, canola",Yes,
3930,54319000,"Crackers, rice",4,4053,"Oil, olive, salad or cooking",Yes,
3930,54319000,"Crackers, rice",4,4042,"Oil, peanut, salad or cooking",Yes,
3931,54319000,"Crackers, rice",4,2047,"Salt, table",Yes,
3932,54319010,Puffed rice cake,4,19051,"Snacks, rice cakes, brown rice, plain",No,
3933,54319020,Popcorn cake,4,19036,"Snacks, popcorn, cakes",No,
