,Food_code,Main_food_description,novaclass,SR code,SR description,Acceptable List?,Notes
196,11710102,"Enfamil, low iron, infant formula, prepared from liquid concentrate",4,14411,"Water, tap, drinking",NA,Baby food
197,11710103,"Enfamil, low iron, infant formula, prepared from powder",4,3809,"Infant formula, MEAD JOHNSON, ENFAMIL, low iron, powder, not reconstituted",NA,Baby food
198,11710103,"Enfamil, low iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
199,11710200,"Similac, low iron, infant formula, NS as to form",4,3855,"Infant formula, ABBOTT NUTRITION, SIMILAC, low iron, ready-to-feed, (formerly ROSS)",NA,Baby food
200,11710201,"Similac, low iron, infant formula, ready-to-feed",4,3855,"Infant formula, ABBOTT NUTRITION, SIMILAC, low iron, ready-to-feed, (formerly ROSS)",NA,Baby food
201,11710202,"Similac, low iron, infant formula, prepared from liquid concentrate",4,3856,"Infant formula, ABBOTT NUTRITION, SIMILAC, low iron, liquid concentrate, not reconstituted, (formerly ROSS)",NA,Baby food
202,11710202,"Similac, low iron, infant formula, prepared from liquid concentrate",4,14411,"Water, tap, drinking",NA,Baby food
203,11710203,"Similac, low iron, infant formula, prepared from powder",4,3858,"Infant formula, ABBOTT NUTRITION, SIMILAC, low iron, powder, not reconstituted, (formerly ROSS)",NA,Baby food
204,11710203,"Similac, low iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
205,11710250,"Similac Natural Care Advance, low iron, with ARA and DHA, infant formula, NS as to form",4,3839,"Infant formula, ABBOTT NUTRITION, SIMILAC NATURAL CARE, ADVANCE, ready-to-feed, with ARA and DHA (formerly ROSS)",NA,Baby food
206,11710251,"Similac Natural Care Advance, low iron, with ARA and DHA, infant formula, ready-to-feed",4,3839,"Infant formula, ABBOTT NUTRITION, SIMILAC NATURAL CARE, ADVANCE, ready-to-feed, with ARA and DHA (formerly ROSS)",NA,Baby food
207,11710350,"Similac Advance, with iron, infant formula, NS as to form",4,3949,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, ready-to-feed, (formerly ROSS)",NA,Baby food
208,11710351,"Similac Advance, with iron, infant formula, ready-to-feed",4,3949,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, ready-to-feed, (formerly ROSS)",NA,Baby food
209,11710352,"Similac Advance, with iron, infant formula, prepared from liquid concentrate",4,3951,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, liquid concentrate, not reconstituted, (formerly ROSS)",NA,Baby food
210,11710352,"Similac Advance, with iron, infant formula, prepared from liquid concentrate",4,14411,"Water, tap, drinking",NA,Baby food
211,11710353,"Similac Advance, with iron, infant formula, prepared from powder",4,3950,"Infant formula, ABBOTT NUTRITION, SIMILAC, ADVANCE, with iron, powder, not reconstituted, (formerly ROSS)",NA,Baby food
212,11710353,"Similac Advance, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
213,11710370,"Similac Sensitive, with iron, ARA and DHA, infant formula, NS as to form (formerly Lactose Free Advance ...)",4,3946,"Infant formula, ABBOTT NUTRTION, SIMILAC, SENSITIVE, (LACTOSE FREE), ready-to-feed, with ARA and DHA, (formerly ROSS)",NA,Baby food
214,11710371,"Similac Sensitive, with iron, ARA and DHA, infant formula, ready-to-feed  (formerly Lactose Free Advance ...)",4,3946,"Infant formula, ABBOTT NUTRTION, SIMILAC, SENSITIVE, (LACTOSE FREE), ready-to-feed, with ARA and DHA, (formerly ROSS)",NA,Baby food
215,11710372,"Similac Sensitive, with iron, ARA and DHA, infant formula, prepared from liquid concentrate   (formerly Lactose Free Advance...)",4,3947,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), liquid concentrate, with ARA and DHA, (formerly ROSS)",NA,Baby food
216,11710372,"Similac Sensitive, with iron, ARA and DHA, infant formula, prepared from liquid concentrate   (formerly Lactose Free Advance...)",4,14411,"Water, tap, drinking",NA,Baby food
217,11710373,"Similac Sensitive, with iron, ARA and DHA, infant formula, prepared from powder   (formerly Lactose Free Advance ...)",4,3948,"Infant formula, ABBOTT NUTRITION, SIMILAC, SENSITIVE, (LACTOSE FREE), powder, with ARA and DHA, (formerly ROSS)",NA,Baby food
218,11710373,"Similac Sensitive, with iron, ARA and DHA, infant formula, prepared from powder   (formerly Lactose Free Advance ...)",4,14411,"Water, tap, drinking",NA,Baby food
219,11710400,"Similac, with iron, infant formula, NS as to form",4,3850,"Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, ready-to-feed, (formerly ROSS)",NA,Baby food
220,11710401,"Similac, with iron, infant formula, ready-to-feed",4,3850,"Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, ready-to-feed, (formerly ROSS)",NA,Baby food
221,11710402,"Similac, with iron, infant formula, prepared from liquid concentrate",4,3851,"Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, liquid concentrate, not reconstituted, (formerly ROSS)",NA,Baby food
222,11710402,"Similac, with iron, infant formula, prepared from liquid concentrate",4,14411,"Water, tap, drinking",NA,Baby food
223,11710403,"Similac, with iron, infant formula, prepared from powder",4,3853,"Infant formula, ABBOTT NUTRITION, SIMILAC, with iron, powder, not reconstituted, (formerly ROSS)",NA,Baby food
224,11710403,"Similac, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
225,11710450,"Similac Special Care Advance 24, with iron, ARA and DHA, infant formula, NS as to form",4,3840,"Infant formula, ABBOT NUTRITION, SIMILAC, SPECIAL CARE, ADVANCE 24, with iron, ready-to-feed, with ARA and DHA, (formerly ROSS)",NA,Baby food
226,11710451,"Similac Special Care Advance 24, with iron, ARA and DHA, infant formula, ready-to-feed",4,3840,"Infant formula, ABBOT NUTRITION, SIMILAC, SPECIAL CARE, ADVANCE 24, with iron, ready-to-feed, with ARA and DHA, (formerly ROSS)",NA,Baby food
227,11710470,"Similac NeoSure, with iron, ARA and DHA, infant formula, NS as to form",4,3944,"Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA, (formerly ROSS)",NA,Baby food
228,11710471,"Similac NeoSure, with iron, ARA and DHA, infant formula, ready-to-feed",4,3944,"Infant formula, ABBOTT NUTRITION, SIMILAC NEOSURE, ready-to-feed, with ARA and DHA, (formerly ROSS)",NA,Baby food
229,11710473,"Similac NeoSure, with iron, ARA and DHA, infant formula, prepared from powder",4,3945,"Infant formula, ABBOTT NUTRITION, SIMILAC, NEOSURE, powder, with ARA and DHA (formerly ROSS)",NA,Baby food
230,11710473,"Similac NeoSure, with iron, ARA and DHA, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
231,11710600,"Enfamil, with iron, infant formula, NS as to form",4,3803,"Infant formula, MEAD JOHNSON, ENFAMIL, with iron, ready-to-feed",NA,Baby food
232,11710601,"Enfamil, with iron, infant formula, ready-to-feed",4,3803,"Infant formula, MEAD JOHNSON, ENFAMIL, with iron, ready-to-feed",NA,Baby food
233,11710602,"Enfamil, with iron, infant formula, prepared from liquid concentrate",4,3804,"Infant formula, MEAD JOHNSON, ENFAMIL, with iron, liquid concentrate, not reconstituted",NA,Baby food
234,11710602,"Enfamil, with iron, infant formula, prepared from liquid concentrate",4,14411,"Water, tap, drinking",NA,Baby food
235,11710603,"Enfamil, with iron, infant formula, prepared from powder",4,3805,"Infant formula, MEAD JOHNSON, ENFAMIL, with iron, powder",NA,Baby food
236,11710603,"Enfamil, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
237,11710650,"Enfamil Lipil, with iron, infant formula, NS as to form",4,3815,"Infant formula, MEAD JOHNSON, ENFAMIL LIPIL, with iron, ready-to-feed, with ARA and DHA",NA,Baby food
238,11710651,"Enfamil Lipil, with iron, infant formula, ready-to-feed",4,3815,"Infant formula, MEAD JOHNSON, ENFAMIL LIPIL, with iron, ready-to-feed, with ARA and DHA",NA,Baby food
239,11710652,"Enfamil Lipil, with iron, infant formula, prepared from liquid concentrate",4,3812,"Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, with iron, liquid concentrate, with ARA and DHA",NA,Baby food
240,11710652,"Enfamil Lipil, with iron, infant formula, prepared from liquid concentrate",4,14411,"Water, tap, drinking",NA,Baby food
241,11710653,"Enfamil Lipil, with iron, infant formula, prepared from powder",4,3808,"Infant formula, MEAD JOHNSON, ENFAMIL LIPIL, with iron, powder, with ARA and DHA",NA,Baby food
242,11710653,"Enfamil Lipil, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
243,11710660,"Enfamil A.R. Lipil, infant formula, NS as to form",4,3942,"Infant formula, MEAD JOHNSON, ENFAMIL, AR LIPIL, ready-to-feed, with ARA and DHA",NA,Baby food
244,11710661,"Enfamil A.R. Lipil, infant formula, ready-to-feed",4,3942,"Infant formula, MEAD JOHNSON, ENFAMIL, AR LIPIL, ready-to-feed, with ARA and DHA",NA,Baby food
245,11710663,"Enfamil A.R. Lipil, infant formula, prepared from powder",4,3943,"Infant formula, MEAD JOHNSON, ENFAMIL, AR LIPIL, powder, with ARA and DHA",NA,Baby food
246,11710663,"Enfamil A.R. Lipil, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
247,11710665,"Enfamil EnfaCare Lipil with iron, infant formula, NS as to form",4,3955,"Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, ready-to-feed, with ARA and DHA",NA,Baby food
248,11710666,"Enfamil EnfaCare Lipil with iron, infant formula, ready-to-feed",4,3955,"Infant Formula, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, ready-to-feed, with ARA and DHA",NA,Baby food
249,11710667,"Enfamil EnfaCare Lipil with iron, infant formula, prepared from powder",4,3849,"Infant formula, MEAD JOHNSON, ENFAMIL, ENFACARE LIPIL, with iron, powder, with ARA and DHA",NA,Baby food
250,11710667,"Enfamil EnfaCare Lipil with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
251,11710670,"Enfamil Gentlease Lipil, with iron, infant formula, NS as to form",4,3963,"Infant Formula, MEAD JOHNSON, ENFAMIL GENTLEASE LIPIL, with iron, prepared from powder",NA,Baby food
252,11710673,"Enfamil Gentlease Lipil, with iron, infant formula, prepared from powder",4,3980,"Infant Formula, MEAD JOHNSON, ENFAMIL, GENTLEASE, powder",NA,Baby food
253,11710673,"Enfamil Gentlease Lipil, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
254,11710680,"Enfamil Next Step Lipil, with iron, infant formula, NS as to form",4,3968,"Toddler formula, MEAD JOHNSON, ENFAGROW PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), ready-to-feed",NA,Baby food
255,11710681,"Enfamil Next Step Lipil, with iron, infant formula, ready-to-feed",4,3968,"Toddler formula, MEAD JOHNSON, ENFAGROW PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), ready-to-feed",NA,Baby food
256,11710683,"Enfamil Next Step Lipil, with iron, infant formula, prepared from powder",4,3967,"Toddler formula, MEAD JOHNSON, ENFAGROW PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), powder",NA,Baby food
257,11710683,"Enfamil Next Step Lipil, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
258,11710710,"Lactofree, with iron, infant formula, NS as to form",4,3868,"Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE, with iron, ready-to-feed (formerly Infant formula, MEAD JOHNSON, LACTOFREE, with iron, ready-to-feed)",NA,Baby food
259,11710711,"Lactofree, with iron, infant formula, ready-to-feed",4,3868,"Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE, with iron, ready-to-feed (formerly Infant formula, MEAD JOHNSON, LACTOFREE, with iron, ready-to-feed)",NA,Baby food
260,11710712,"Lactofree, with iron, infant formula, prepared from liquid concentrate",4,3871,"Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE, with iron, liquid concentrate, not reconstit",NA,Baby food
261,11710712,"Lactofree, with iron, infant formula, prepared from liquid concentrate",4,14411,"Water, tap, drinking",NA,Baby food
262,11710713,"Lactofree, with iron, infant formula, prepared from powder",4,3869,"Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE, with iron, powder, not reconstituted (formerly Infant formula, MEAD JOHNSON, LACTOFREE, with iron, powder, not reconstituted)",NA,Baby food
263,11710713,"Lactofree, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
264,11710720,"Enfamil LactoFree Lipil, with iron, infant formula, NS as to form",4,3832,"Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, ready-to-feed, with ARA and DHA",NA,Baby food
265,11710721,"Enfamil LactoFree Lipil, with iron, infant formula, ready-to-feed",4,3832,"Infant formula, MEAD JOHNSON, ENFAMIL, LIPIL, ready-to-feed, with ARA and DHA",NA,Baby food
266,11710722,"Enfamil LactoFree Lipil, with iron, infant formula, prepared from liquid concentrate",4,3830,"Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE, LIPIL, with iron, liquid concentrate, not reconstituted, with ARA and DHA",NA,Baby food
267,11710722,"Enfamil LactoFree Lipil, with iron, infant formula, prepared from liquid concentrate",4,14411,"Water, tap, drinking",NA,Baby food
268,11710723,"Enfamil LactoFree Lipil, with iron, infant formula, prepared from powder",4,3827,"Infant formula, MEAD JOHNSON, ENFAMIL, LACTOFREE LIPIL, with iron, powder",NA,Baby food
269,11710723,"Enfamil LactoFree Lipil, with iron, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
270,11710800,"Pediasure, with iron, infant formula, NS as to form",4,3860,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, (formerly ROSS)",NA,Baby food
271,11710801,"Pediasure, with iron, infant formula, ready-to-feed",4,3860,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, (formerly ROSS)",NA,Baby food
272,11710805,"Pediasure Fiber, with iron, infant formula, NS as to form",4,3870,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, with iron and fiber (formerly ROSS)",NA,Baby food
273,11710806,"Pediasure Fiber, with iron, infant formula, ready-to-feed",4,3870,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, with iron and fiber (formerly ROSS)",NA,Baby food
274,11710900,"Good Start Supreme, with iron, infant formula, NS as to form (formerly Carnation Good Start)",4,3800,"Infant formula, NESTLE, GOOD START SUPREME, with iron, ready-to-feed",NA,Baby food
275,11710901,"Good Start Supreme, with iron, infant formula, ready-to-feed (formerly Carnation Good Start)",4,3800,"Infant formula, NESTLE, GOOD START SUPREME, with iron, ready-to-feed",NA,Baby food
276,11710902,"Good Start Supreme, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Good Start)",4,3801,"Infant formula, NESTLE, GOOD START SUPREME, with iron, liquid concentrate (formerly Carnation Good Start)",NA,Baby food
277,11710902,"Good Start Supreme, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Good Start)",4,14411,"Water, tap, drinking",NA,Baby food
278,11710903,"Good Start Supreme, with iron, infant formula, prepared from powder (formerly Carnation Good Start)",4,3802,"Infant formula, NESTLE, GOOD START SUPREME, with iron, powder (formerly Carnation Good Start)",NA,Baby food
279,11710903,"Good Start Supreme, with iron, infant formula, prepared from powder (formerly Carnation Good Start)",4,14411,"Water, tap, drinking",NA,Baby food
280,11710910,"Good Start Supreme, with iron, DHA & ARA, infant formula, NS as to form",4,3960,"Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, ready-to-feed",NA,Baby food
281,11710911,"Good Start Supreme, with iron, DHA & ARA, infant formula, ready-to-feed",4,3960,"Infant formula, NESTLE, GOOD START SUPREME, with iron, DHA and ARA, ready-to-feed",NA,Baby food
282,11710912,"Good Start Supreme, with iron, DHA & ARA, infant formula, prepared from liquid concentrate",4,3801,"Infant formula, NESTLE, GOOD START SUPREME, with iron, liquid concentrate (formerly Carnation Good Start)",NA,Baby food
283,11710912,"Good Start Supreme, with iron, DHA & ARA, infant formula, prepared from liquid concentrate",4,14411,"Water, tap, drinking",NA,Baby food
284,11710913,"Good Start Supreme, with iron, DHA & ARA, infant formula, prepared from powder",4,3802,"Infant formula, NESTLE, GOOD START SUPREME, with iron, powder (formerly Carnation Good Start)",NA,Baby food
285,11710913,"Good Start Supreme, with iron, DHA & ARA, infant formula, prepared from powder",4,14411,"Water, tap, drinking",NA,Baby food
286,11710950,"Good Start 2 Essentials, with iron, infant formula, NS as to form (formerly Carnation Follow-Up, with iron...)",4,3900,"Infant formula, NESTLE, GOOD START 2 ESSENTIALS,  with iron, ready-to-feed (formerly Carnation Follow-up)",NA,Baby food
287,11710951,"Good Start 2 Essentials, with iron, infant formula, ready-to-feed (formerly Carnation Follow-Up, with iron...)",4,3900,"Infant formula, NESTLE, GOOD START 2 ESSENTIALS,  with iron, ready-to-feed (formerly Carnation Follow-up)",NA,Baby food
288,11710952,"Good Start 2 Essentials, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Follow-Up, with iron...)",4,3901,"Infant formula, NESTLE, GOOD START 2 ESSENTIALS, with iron, liquid concentrate (formerly Carnation Follow-up)",NA,Baby food
289,11710952,"Good Start 2 Essentials, with iron, infant formula, prepared from liquid concentrate (formerly Carnation Follow-Up, with iron...)",4,14411,"Water, tap, drinking",NA,Baby food
